Word,Length,Freq_HAL,Log_Freq_HAL,I_Mean_RT,I_Zscore,I_SD,Obs,I_Mean_Accuracy
tomato,6,2137,7.67,640.36,-0.45,223.93,33,0.97
tomatoes,8,2088,7.64,692.32,-0.38,285.12,31,0.97
tomb,4,6175,8.73,598.77,-0.49,173.47,31,0.91
tomblike,8,2,0.69,952.28,0.65,362.05,29,0.83
tomboy,6,152,5.02,667.32,-0.38,151.41,31,0.91
tombs,5,501,6.22,645.7,-0.58,234.25,33,0.97
tombstone,9,554,6.32,758.13,-0.26,431.03,32,0.97
tombstones,10,1801,7.5,663.67,-0.29,170.42,33,0.97
tomcat,6,417,6.03,757.75,-0.06,271.6,28,0.8
tome,4,5933,8.69,730.33,0.13,240.94,9,0.27
tomes,5,550,6.31,915.27,0.27,423.47,11,0.35
tomfoolery,10,39,3.66,948.55,0.57,184.66,11,0.32
Tommie,6,85,4.44,796.63,0.05,249.98,27,0.77
Tommy,5,5983,8.7,645.76,-0.43,181.28,34,1
Tommy's,7,392,5.97,651.06,-0.35,151.23,33,0.97
tomorrow,8,14556,9.59,613.03,-0.52,186.15,30,0.88
tomorrow's,10,865,6.76,830.7,0.01,308.2,33,1
Tom's,5,1024,6.93,586.41,-0.7,146.13,34,1
tomtom,6,4,1.39,1082.29,1.09,506.12,14,0.42
ton,3,11753,9.37,660.65,-0.36,185.28,31,0.94
tonal,5,601,6.4,742.67,0.06,115.29,9,0.29
tonalities,10,14,2.64,1051.67,1.7,150.87,3,0.09
tonality,8,159,5.07,783.08,0.36,222.61,13,0.41
tone,4,14823,9.6,636.94,-0.48,239.93,32,0.97
toneless,8,5,1.61,869.2,0.08,379.94,30,0.88
toner,5,1809,7.5,692.91,-0.37,184.21,33,0.97
tones,5,3217,8.08,622.71,-0.55,176.59,31,0.94
tong,4,1238,7.12,730.05,-0.03,287.14,19,0.58
tongs,5,213,5.36,992.59,0.46,409.9,27,0.84
tongue,6,14963,9.61,596.82,-0.59,216.86,33,1
tongued,7,136,4.91,738.38,-0.34,223.24,32,0.94
tongues,7,2049,7.63,620.18,-0.58,204.69,33,0.97
tonic,5,511,6.24,636.33,-0.51,154.08,33,0.97
tonics,6,80,4.38,736.28,-0.3,273.51,32,0.94
tonight,7,13398,9.5,654.06,-0.62,281.81,33,0.97
tonight's,9,811,6.7,647.91,-0.48,220.83,32,1
tonnage,7,385,5.95,1215.2,0.81,659.36,5,0.15
tons,4,10820,9.29,645.06,-0.55,209.28,31,0.91
tonsil,6,37,3.61,746,-0.17,322.81,25,0.78
tonsillitis,11,2,0.69,975.92,0.69,372.8,12,0.38
Tony,4,27385,10.22,665.42,-0.43,215.94,33,0.97
too,3,388628,12.87,575.91,-0.65,112.55,32,0.97
took,4,87271,11.38,623.97,-0.51,212.25,31,0.94
tool,4,33286,10.41,573.24,-0.77,197.14,34,1
tooling,7,813,6.7,638.08,-0.47,147.64,25,0.76
toolmaker,9,20,3,719.61,-0.32,236,33,1
tools,5,60656,11.01,507.75,-0.84,95.76,32,1
toot,4,256,5.55,769.81,-0.04,216.23,27,0.84
tooth,5,3129,8.05,634.56,-0.58,225.62,34,1
toothache,9,114,4.74,749,-0.14,381.04,29,0.85
toothbrush,10,560,6.33,622.69,-0.53,156.5,35,1
toothcomb,9,17,2.83,879.32,0.1,383.75,25,0.76
toothless,9,160,5.08,689.29,-0.3,198.67,31,0.97
toothpaste,10,714,6.57,641.54,-0.41,182.35,35,1
toothpick,9,279,5.63,628.06,-0.51,172.75,32,1
toothsome,9,14,2.64,827.47,0.59,316.16,15,0.47
toothy,6,99,4.6,754.3,-0.11,302.77,30,0.91
tootle,6,23,3.14,695.93,-0.22,268.73,14,0.44
tootsie,7,137,4.92,705.18,-0.19,161.44,28,0.88
tootsy,6,0,0,857.11,0.3,216.27,19,0.63
top,3,116571,11.67,563.09,-0.75,182.67,32,0.97
topaz,5,471,6.15,739.26,-0.23,318.41,27,0.79
topcoat,7,39,3.66,870.42,0.07,463.78,31,0.89
topcoats,8,4,1.39,786.83,-0.01,296.61,30,0.97
Topeka,6,342,5.83,723.32,-0.21,164.46,28,0.85
topic,5,34583,10.45,632.24,-0.53,310.4,33,0.97
topical,7,1487,7.3,714.83,-0.19,240.65,30,0.91
topics,6,28938,10.27,710,-0.43,375.88,32,0.94
topknot,7,28,3.33,766.17,0.15,243.84,18,0.55
topless,7,877,6.78,656.59,-0.42,164.61,34,1
topmast,7,0,0,927,0.52,296.69,10,0.3
topmost,7,205,5.32,860.43,0.3,233.69,23,0.68
topnotch,8,33,3.5,856.36,0.31,254.31,22,0.71
topographer,11,1,0,993.75,0.49,593.12,16,0.53
topographic,11,341,5.83,992.67,0.41,440.4,27,0.82
topography,10,374,5.92,831.57,0.16,287.82,23,0.68
topped,6,1134,7.03,705.47,-0.41,272.33,32,0.97
toppers,7,46,3.83,721.76,-0.21,152.7,25,0.81
topping,7,735,6.6,639.13,-0.41,116.42,30,0.94
toppings,8,209,5.34,680.59,-0.29,184.67,34,0.97
topple,6,262,5.57,699.17,-0.18,172.54,29,0.91
toppled,7,277,5.62,713.38,-0.31,196.08,32,0.94
toppling,8,90,4.5,786.21,0.16,302.02,28,0.8
tops,4,3927,8.28,657.44,-0.49,154.83,34,1
topsail,7,40,3.69,815.42,0.23,253.54,24,0.73
topside,7,81,4.39,660.82,-0.18,120.49,28,0.88
topsoil,7,189,5.24,821.45,-0.12,304.86,33,0.97
torch,5,2425,7.79,639.97,-0.54,159.74,35,1
torches,7,409,6.01,628,-0.47,140.49,33,0.97
torchlight,10,62,4.13,740.52,-0.13,205.57,31,0.94
tore,4,1614,7.39,691.31,-0.32,237.52,26,0.81
Tories,6,436,6.08,859.7,0.18,239.51,10,0.31
Torino,6,545,6.3,957,0.72,345.03,9,0.27
torment,7,2703,7.9,779.52,-0.03,322.17,31,0.91
tormented,9,445,6.1,681.5,-0.34,175.59,34,1
tormenters,10,3,1.1,749.65,0.01,187.97,26,0.76
tormenting,10,179,5.19,765.52,0.1,154.58,29,0.88
tormentor,9,107,4.67,882.82,0.3,350.81,22,0.65
torn,4,4160,8.33,612.21,-0.56,171.51,34,1
tornado,7,1663,7.42,617.42,-0.58,155.42,33,1
tornadoes,9,297,5.69,668.79,-0.21,189.1,33,0.97
Toronto,7,20291,9.92,698.77,-0.32,274.14,31,0.91
torpedo,7,1512,7.32,805.55,0.02,320.02,31,0.94
torpedoes,9,879,6.78,884.96,0.34,273.3,25,0.76
torpidity,9,0,0,1043.63,0.88,261.7,8,0.26
torque,6,3248,8.09,700.05,0,142,20,0.63
torrent,7,335,5.81,814.04,0.03,281.42,23,0.68
torrential,10,98,4.58,908.16,0.59,359.45,19,0.56
torrents,8,78,4.36,818.15,0.19,222.31,20,0.63
torrid,6,152,5.02,734.63,-0.19,226.69,24,0.75
torridity,9,0,0,988.33,0.64,290.45,9,0.27
torsion,7,321,5.77,864.86,0.39,315.23,14,0.4
torso,5,2923,7.98,638.76,-0.5,153.33,33,0.97
torsos,6,69,4.23,806.88,0.19,230.74,26,0.76
tort,4,999,6.91,784.41,-0.23,366.36,22,0.67
tortilla,8,294,5.68,734.53,-0.2,334.42,34,0.94
tortoise,8,2454,7.81,785.79,-0.04,229.33,28,0.93
tortoises,9,103,4.63,764.25,0.07,217.39,28,0.88
tortoiseshell,13,93,4.53,1003.69,0.92,355.78,16,0.62
tortuous,8,117,4.76,806.37,0.21,337.56,30,0.88
torture,7,7463,8.92,649.03,-0.48,314.43,33,0.97
tortured,8,2664,7.89,723.42,-0.33,209.45,31,0.97
tortures,8,479,6.17,823.03,-0.09,424.24,33,0.94
Tory,4,870,6.77,719.63,-0.02,150.61,19,0.59
toss,4,4463,8.4,614.82,-0.56,192.26,33,0.97
tossed,6,3473,8.15,689.26,-0.39,243.58,34,1
tosses,6,750,6.62,800.24,-0.17,290.57,29,0.88
tossing,7,1552,7.35,648.8,-0.42,238.6,30,0.91
tot,3,2288,7.74,724.71,-0.19,181.26,14,0.44
total,5,70437,11.16,570.88,-0.72,181.98,33,0.97
totaled,7,300,5.7,824.85,0.05,496.67,27,0.82
totaling,8,648,6.47,741.32,-0.13,257.86,31,0.94
totalistic,10,22,3.09,841.42,0.17,230.68,26,0.87
totalitarian,12,1756,7.47,893.92,0.58,267.76,24,0.8
totalitarianism,15,334,5.81,1003.14,0.86,308.79,28,0.93
totality,8,731,6.59,856.26,-0.09,456.74,31,0.91
totalled,8,232,5.45,799.93,0.03,483.41,27,0.79
totally,7,38619,10.56,602.61,-0.65,143.62,31,0.97
totals,6,2674,7.89,643.03,-0.63,148.05,32,0.97
tote,4,968,6.88,754.53,-0.02,376.01,30,0.86
totem,5,392,5.97,758.56,0,207.78,18,0.53
totemic,7,23,3.14,895,0.46,328.23,8,0.26
Toto,4,835,6.73,926.6,0.28,318.99,25,0.78
totted,6,3,1.1,671.21,-0.34,357.55,14,0.42
totter,6,32,3.47,840.57,0.2,453.44,21,0.66
tottering,9,95,4.55,888.05,0.33,406.81,22,0.67
toucan,6,66,4.19,897.87,0.46,328.46,15,0.45
touch,5,34803,10.46,546.44,-0.87,113.69,34,0.97
touchdown,9,507,6.23,692.94,-0.23,227.97,34,1
touchdowns,10,142,4.96,784.42,0.06,238.45,31,1
touched,7,6819,8.83,602.58,-0.58,142.01,33,0.97
touches,7,2857,7.96,627.33,-0.38,180.54,33,0.97
touching,8,5042,8.53,642.74,-0.58,235.86,34,1
touchstone,10,293,5.68,700.42,-0.24,216.12,33,0.97
touchstones,11,30,3.4,841,0.11,344.26,31,0.94
touchy,6,810,6.7,723.24,-0.33,342.27,33,0.97
tough,5,17334,9.76,592.13,-0.63,128.94,31,0.94
toughen,7,102,4.62,853.89,0.3,404.82,27,0.87
tougher,7,2082,7.64,611.48,-0.41,149.25,29,0.91
toughest,8,938,6.84,656.55,-0.32,217.48,31,0.94
toughie,7,139,4.93,928.92,0.59,319.6,13,0.41
toughness,9,1018,6.93,673.55,-0.48,250.77,33,0.97
toughs,6,23,3.14,799.19,-0.07,403.63,26,0.84
toupee,6,180,5.19,786.95,0.18,214.99,20,0.61
tour,4,23493,10.06,618.91,-0.59,155.39,34,1
toured,6,901,6.8,878.13,0.05,409.45,24,0.69
touring,7,4032,8.3,703.97,-0.29,261.49,31,0.94
tourism,7,2684,7.9,622.82,-0.58,178.68,34,0.97
tourist,7,4624,8.44,612.16,-0.7,179.88,32,0.94
tourists,8,2629,7.87,636.84,-0.51,185.67,32,0.97
tourist's,9,44,3.78,689.71,-0.35,206.56,34,1
tournament,10,15764,9.67,744.55,-0.15,220.18,33,0.97
tournaments,11,4274,8.36,784.88,0.06,233.79,33,0.94
tourney,7,3393,8.13,819.27,0.13,279.95,15,0.47
tourniquet,10,127,4.84,786.65,0.25,155.56,17,0.49
tours,5,5070,8.53,571.46,-0.7,148.21,28,0.85
tousle,6,8,2.08,760,0.13,201.67,11,0.33
tousled,7,70,4.25,762.44,0.04,192.19,16,0.52
tout,4,2704,7.9,824.06,0.16,305,16,0.52
tow,3,2011,7.61,716.04,-0.3,341.58,27,0.87
toward,6,28152,10.25,596.72,-0.64,207.77,32,1
towards,7,35839,10.49,672,-0.52,301.03,32,0.94
towed,5,494,6.2,694.29,-0.31,261.32,31,0.91
towel,5,3399,8.13,546.21,-0.81,143.44,33,1
toweling,8,50,3.91,828.63,0.09,315.53,27,0.82
towels,6,1266,7.14,620.75,-0.62,184.57,32,0.97
tower,5,23842,10.08,651.22,-0.49,226.37,32,0.94
towering,8,492,6.2,682.94,-0.43,269.61,33,0.97
towers,6,3059,8.03,621.82,-0.53,209.75,33,0.94
tower's,7,76,4.33,637.06,-0.38,131.38,32,0.94
towline,7,47,3.85,998.76,0.66,415.33,17,0.5
town,4,37149,10.52,603.39,-0.7,189.71,31,0.94
towns,5,4333,8.37,642.75,-0.63,203.75,32,0.97
townscape,9,2,0.69,784.11,0.11,258.58,28,0.88
Townsend,8,1694,7.43,719.07,-0.2,151.12,29,0.85
townsfolk,9,85,4.44,701.54,-0.19,299.64,24,0.73
township,8,1147,7.04,752.38,-0.36,298.45,34,1
townships,9,156,5.05,680,-0.34,312.46,33,1
townsman,8,11,2.4,782.19,-0.05,325.24,32,0.97
townsmen,8,10,2.3,733.76,-0.04,212.17,33,0.97
townspeople,11,143,4.96,776.78,-0.05,302.38,32,0.91
towpath,7,16,2.77,676.5,0.28,291.49,6,0.18
towrope,7,4,1.39,1242,1.52,505.32,8,0.24
toxic,5,4619,8.44,584.61,-0.66,123.16,33,1
toxicity,8,1295,7.17,771.16,-0.05,292.08,31,0.91
toxicology,10,604,6.4,998.5,0.36,524.75,30,0.97
toxin,5,388,5.96,661.1,-0.4,229.07,30,0.88
toy,3,25185,10.13,617.45,-0.57,170.91,31,0.91
toying,6,554,6.32,727.5,-0.29,203.97,30,0.88
toys,4,15328,9.64,549.61,-0.86,143.86,33,1
trace,5,8554,9.05,603.88,-0.57,238.13,33,1
traceable,9,275,5.62,933.62,0.34,259.69,34,0.97
traced,6,2477,7.81,640.56,-0.41,184.6,34,1
tracer,6,825,6.72,709.15,-0.28,287.52,33,0.97
tracers,7,293,5.68,713.21,-0.16,155.77,33,0.94
traces,6,2937,7.99,685.57,-0.52,192.36,30,0.97
trachea,7,125,4.83,769.52,-0.05,240.5,29,0.88
tracing,7,2852,7.96,642.61,-0.44,179.4,31,0.91
tracings,8,45,3.81,782.93,0.16,219.31,28,0.88
track,5,45579,10.73,562.38,-0.75,183.7,32,0.97
tracked,7,1827,7.51,725.15,-0.35,346.04,34,1
tracker,7,2795,7.94,796.03,-0.27,490.36,32,0.97
tracking,8,8109,9,561.88,-0.62,133.98,33,0.94
trackless,9,24,3.18,823.97,-0.01,258.05,32,0.94
tracks,6,16757,9.73,606.15,-0.71,147.79,33,1
tracksuit,9,15,2.71,987.61,0.67,438.93,18,0.58
tract,5,1675,7.42,649.2,-0.31,199.89,30,0.88
tractable,9,138,4.93,1020.17,0.64,402.44,24,0.8
traction,8,1475,7.3,846.07,0.11,310.57,29,0.85
tractor,7,1609,7.38,617.94,-0.43,139.65,32,0.94
tractors,8,337,5.82,731.85,-0.23,271.57,33,0.97
tracts,6,831,6.72,712.03,-0.33,176.53,30,0.91
trade,5,76384,11.24,571.38,-0.76,173.66,32,0.97
traded,6,5970,8.69,790.28,-0.27,382.64,32,0.97
trademark,9,4820,8.48,622.5,-0.6,192.85,32,0.97
trademarks,10,3064,8.03,757.12,-0.28,321.43,34,1
trader,6,2675,7.89,706.45,-0.25,246.48,33,0.97
traders,7,2742,7.92,638.16,-0.49,173.15,32,0.94
trades,6,8312,9.03,629.62,-0.58,159.9,34,0.97
tradesfolk,10,0,0,871.44,0.6,248.41,27,0.79
tradesman,9,53,3.97,767.55,-0.19,282.7,29,0.88
tradesmen,9,41,3.71,661.29,-0.29,150.01,31,0.97
tradespeople,12,9,2.2,1108.89,1.03,456.35,27,0.82
trading,7,19998,9.9,669.1,-0.35,202.38,29,0.88
tradition,9,13864,9.54,697.32,-0.36,285.97,31,0.97
traditional,11,23093,10.05,663.79,-0.54,256.97,33,1
traditionalism,14,78,4.36,863.22,0.58,296.4,27,0.93
traditionalist,14,202,5.31,837.33,0.19,290.67,33,0.97
traditionalistic,16,0,0,1247.04,1.58,348.92,24,0.8
traditionalists,15,196,5.28,977.97,0.59,393.12,36,1
traditionalized,15,1,0,1016.38,0.68,364.36,29,0.91
traditionally,13,3467,8.15,818.65,0.08,284.88,31,0.94
traditions,10,4911,8.5,663.33,-0.37,193.21,33,0.97
traffic,7,25455,10.14,584.35,-0.77,256.24,31,0.97
trafficked,10,53,3.97,971.11,1.17,285.76,9,0.31
trafficker,10,75,4.32,954.88,0.67,405.49,17,0.57
tragedians,10,3,1.1,917.18,0.59,336.29,17,0.53
tragedies,9,504,6.22,773.45,-0.14,410.38,31,0.94
tragedy,7,3635,8.2,640.74,-0.46,162.29,34,0.97
tragic,6,2786,7.93,657.97,-0.53,167.14,33,1
tragically,10,633,6.45,763.73,0.08,251.96,30,0.94
trail,5,11055,9.31,595.41,-0.61,259.77,32,0.94
trailed,7,427,6.06,707.42,-0.37,212.3,33,0.94
trailer,7,4296,8.37,607.81,-0.61,311.06,32,0.94
trailers,8,1344,7.2,633.07,-0.45,208.28,30,0.97
trailing,8,2182,7.69,713.12,-0.26,240.73,33,0.97
trails,6,4612,8.44,699.6,-0.38,233.65,30,0.91
train,5,23376,10.06,581.26,-0.7,168.18,35,1
trainbearer,11,0,0,1021.09,0.63,325.95,22,0.71
trained,7,11504,9.35,584.27,-0.72,130,33,1
trainee,7,514,6.24,776.41,-0.09,171.16,29,0.91
trainer,7,3505,8.16,638.36,-0.41,163.4,33,0.97
training,8,58664,10.98,630.06,-0.46,203.38,35,1
trainman,8,23,3.14,824.25,0.14,428.53,28,0.85
trains,6,6196,8.73,596.82,-0.57,211.27,34,0.97
traipse,7,23,3.14,836.11,0.53,288.88,9,0.28
traipsing,9,41,3.71,1013.29,0.17,472.64,7,0.23
trait,5,2083,7.64,627.79,-0.53,160.75,33,1
traitor,7,1190,7.08,657.88,-0.36,125.19,33,0.97
traitorous,10,139,4.93,1090,0.94,525.87,12,0.4
traitors,8,644,6.47,713.55,-0.17,212.48,33,0.97
traits,6,3481,8.16,656.1,-0.56,191.38,30,0.97
trajectory,10,903,6.81,819.37,0.21,264.64,27,0.82
tram,4,618,6.43,821.64,0.06,387.3,14,0.42
tramcar,7,0,0,987.2,1.11,161.77,5,0.15
tramline,8,5,1.61,1045,0.07,708.52,2,0.06
tramp,5,656,6.49,683.71,-0.29,219.85,31,0.97
tramped,7,17,2.83,765.09,-0.11,259.02,32,0.94
trample,7,800,6.68,692.44,-0.39,224.81,34,1
trampled,8,520,6.25,744.34,0.01,210.2,29,0.91
trampling,9,403,6,680.87,-0.07,179.54,30,0.91
trampoline,10,184,5.21,802.69,-0.02,230.07,26,0.76
tramway,7,45,3.81,910.43,0.58,323.64,7,0.21
trance,6,2322,7.75,756.76,-0.22,264.22,29,0.88
trances,7,50,3.91,819.56,-0.07,346.32,27,0.84
tranquil,8,248,5.51,757.39,-0.23,244.15,31,0.97
tranquility,11,2716,7.91,732.94,-0.19,276.39,33,0.97
tranquilizer,12,149,5,777.24,0.11,239.5,33,1
tranquilizers,13,139,4.93,803.85,-0.14,273.05,34,1
tranquillity,12,138,4.93,740.97,-0.02,215.14,33,1
transact,8,194,5.27,1084.71,0.73,355.23,24,0.73
transaction,11,6596,8.79,799.33,-0.07,279.82,30,0.91
transactions,12,8169,9.01,761.61,-0.18,218.07,31,0.97
transatlantic,13,376,5.93,1059.25,0.94,442.64,20,0.69
transcend,9,752,6.62,757.68,-0.04,297.49,31,0.94
transcended,11,358,5.88,852.13,0.11,274.45,32,0.97
transcendence,13,533,6.28,796.89,0.35,249.82,27,0.87
transcendent,12,467,6.15,892.9,0.25,349,31,0.97
transcendental,14,1958,7.58,1001,0.7,442.51,28,0.93
transcendentalism,17,15,2.71,1026.85,0.99,280.63,26,0.87
transcendentalist,17,52,3.95,1024.85,0.98,356.78,26,0.9
transcendentalists,18,38,3.64,1151.68,1.19,382.21,25,0.83
transcending,12,188,5.24,945.72,0.3,413.13,32,0.94
transcends,10,584,6.37,790.67,-0.09,240.88,30,0.91
transcontinental,16,149,5,959,0.72,338.4,28,0.85
transcribe,10,543,6.3,810.74,0.07,219.23,31,0.94
transcribed,11,13284,9.49,836.56,0.29,219.63,34,0.97
transcript,10,2471,7.81,766.74,-0.19,325.05,34,1
transcription,13,1741,7.46,770.85,0.21,275.11,34,0.97
transcripts,11,1450,7.28,697.59,-0.39,236.71,32,1
transcultural,13,23,3.14,1015.78,0.86,342.55,27,0.79
transducer,10,448,6.1,966.05,0.58,479.43,21,0.62
transducers,11,176,5.17,1082,0.81,376.53,18,0.58
transfer,8,33168,10.41,554.91,-0.69,78.82,33,1
transferable,12,367,5.91,906.13,0.41,333.17,32,0.97
transfered,10,969,6.88,717.03,-0.34,309.24,32,0.94
transferee,10,35,3.56,1020,1.01,311.38,12,0.4
transference,12,138,4.93,942.68,0.35,454.02,31,0.94
transferral,11,21,3.04,879.44,0.4,289.4,27,0.82
transferred,11,5027,8.52,830.58,0.05,417.24,33,1
transferring,12,2539,7.84,886.03,0.09,365.4,33,1
transfers,9,6434,8.77,748.52,-0.28,224.55,33,0.97
transfiguration,15,88,4.48,1004.58,0.46,398.1,31,0.97
transfigure,11,9,2.2,780.52,0.08,281.33,27,0.87
transfix,8,7,1.95,841.19,0.2,326.63,21,0.68
transform,9,3508,8.16,690.67,-0.44,222.09,33,0.94
transformable,13,37,3.61,863.44,0.29,356.51,34,1
transformation,14,5712,8.65,757.56,0.12,203.31,32,0.97
transformed,11,2724,7.91,748.94,-0.26,321.52,33,0.97
transformer,11,2632,7.88,670.36,-0.25,186.43,33,1
transformers,12,2293,7.74,817.79,0.13,301.5,33,0.97
transforming,12,1093,7,794.66,-0.04,299.38,32,0.97
transforms,10,1182,7.07,668.56,-0.38,174.67,32,1
transfuse,9,5,1.61,842.72,0.23,229.79,25,0.74
transfusion,11,474,6.16,822.33,0.02,229.43,27,0.82
transfusions,12,244,5.5,827.9,0.24,329.01,31,0.94
transgress,10,112,4.72,885.36,0.35,338.55,28,0.82
transgressed,12,100,4.61,1145.48,0.84,594.6,21,0.7
transgression,13,472,6.16,820.59,0.15,230.7,29,0.85
transience,10,23,3.14,899.3,0.54,379.79,27,0.79
transient,9,1342,7.2,753.48,-0.08,232.1,31,0.89
transients,10,234,5.46,848.22,0.18,307.67,27,0.87
transistor,10,1748,7.47,784.46,-0.01,348.26,28,0.82
transistors,11,1563,7.35,935.67,0.5,395.1,27,0.79
transit,7,3580,8.18,765.19,-0.27,289.18,31,0.97
transition,10,7367,8.9,717.58,-0.14,187.51,33,1
transitional,12,803,6.69,999.88,0.43,506.76,34,1
transitions,11,1188,7.08,733.29,-0.11,197,31,1
transitive,10,198,5.29,789.96,0.16,271.78,27,0.87
transitory,10,219,5.39,938.76,0.27,502.82,29,0.91
translate,9,7754,8.96,678.59,-0.39,235.62,34,1
translated,10,6930,8.84,723.38,-0.23,238.7,34,1
translates,10,2606,7.87,679.18,-0.29,201.7,33,0.97
translating,11,2134,7.67,720.14,-0.2,221.14,35,1
translation,11,15030,9.62,650.97,-0.53,204.82,32,0.94
translations,12,3845,8.25,824.66,0.24,260.34,32,0.94
translator,10,3036,8.02,725.32,-0.25,199.34,31,0.97
translucence,12,16,2.77,889.64,0.25,345.92,28,0.88
translucency,12,42,3.74,1136.43,0.86,555.07,23,0.82
translucent,11,508,6.23,772.79,-0.08,225.32,34,1
transmigrate,12,5,1.61,1221.91,1.25,423.38,22,0.69
transmigration,14,62,4.13,1152.65,1.4,451.13,20,0.63
transmissible,13,77,4.34,945.37,0.5,396.8,27,0.9
transmission,12,14006,9.55,838.25,0.08,294.81,32,0.97
transmit,8,4922,8.5,664,-0.37,216.25,30,0.91
transmits,9,2046,7.62,818.03,-0.07,269.43,33,1
transmittable,13,41,3.71,878.23,0.49,259.02,31,0.91
transmitted,11,5717,8.65,668.94,-0.31,199.05,34,1
transmitter,11,2925,7.98,649.59,-0.37,164.05,34,1
transmitting,12,2448,7.8,709.88,-0.24,166.37,33,1
transmutation,13,1260,7.14,1123.54,1.15,281.21,24,0.75
transmute,9,1866,7.53,1027.38,0.69,397.11,16,0.52
transmuted,10,67,4.2,836.88,0.55,294.99,16,0.52
transoceanic,12,46,3.83,1386.25,1.54,792.48,8,0.27
transom,7,126,4.84,853,-0.27,298.58,3,0.1
transoms,8,18,2.89,839,0.29,55.15,2,0.06
transparency,12,1445,7.28,906.06,0.19,397.13,33,1
transparent,11,5589,8.63,683.13,-0.31,195.32,30,0.94
transpiration,13,40,3.69,879.71,0.28,336,21,0.72
transpire,9,198,5.29,839.58,0.09,357.23,31,0.94
transpired,10,415,6.03,905.5,0.22,481.97,32,0.97
transpiring,11,40,3.69,805.87,0.06,234.53,31,0.91
transplant,10,2388,7.78,665.84,-0.36,224.71,32,0.97
transplantable,14,5,1.61,1082.07,1.13,353.75,27,0.9
transplantation,15,750,6.62,975.07,0.79,255.69,28,0.93
transplanted,12,604,6.4,767.12,0.19,199.42,33,1
transplanting,13,154,5.04,799.06,0.06,255.39,32,0.97
transport,9,12959,9.47,673.61,-0.48,183.74,33,0.97
transportation,14,9780,9.19,820.29,0.11,346.51,31,1
transported,11,1640,7.4,854.59,0.07,348.54,34,1
transporter,11,2015,7.61,702.48,-0.25,175.95,33,1
transporting,12,849,6.74,762.31,-0.01,278,29,0.94
transports,10,1372,7.22,651.3,-0.46,273.65,33,1
transpose,9,313,5.75,849.86,0.39,304.89,28,0.82
transposed,10,175,5.16,999.04,0.69,407.65,28,0.88
transposition,13,222,5.4,814.52,0.36,248.14,21,0.72
transsexual,11,417,6.03,954.15,0.39,471.8,34,0.94
transshipment,13,30,3.4,1668,1.38,475.18,2,0.07
transverse,10,401,5.99,927.27,0.38,425.52,33,1
transversely,12,29,3.37,903.21,0.38,356.81,29,0.88
transvestite,12,325,5.78,984.95,0.98,402.32,21,0.72
transvestitism,14,11,2.4,1202.3,1.43,358.58,10,0.5
Transylvania,12,370,5.91,861.19,0.38,314,27,0.9
trap,4,9424,9.15,593.72,-0.79,165.03,32,0.94
trapdoor,8,497,6.21,825.54,0.15,306.72,26,0.76
trapdoors,9,27,3.3,915.33,0.27,396.11,27,0.82
trapeze,7,152,5.02,833.23,0.1,309.1,30,0.94
trapezoid,9,57,4.04,770,0.03,229.97,33,1
trapped,7,4243,8.35,567.26,-0.71,136.74,34,1
trapper,7,421,6.04,682.58,-0.35,211.89,33,0.97
trapper's,9,18,2.89,771.2,-0.06,391.5,30,0.91
trapping,8,813,6.7,700.61,-0.36,287.75,33,0.97
trappings,9,388,5.96,834.66,-0.04,432.19,29,0.91
traps,5,2466,7.81,675.97,-0.38,338.93,35,1
trash,5,9768,9.19,594.21,-0.69,199.84,34,0.97
trashcan,8,494,6.2,846.04,0.17,278.47,24,0.73
trashy,6,498,6.21,722.5,-0.22,222.55,34,1
trauma,6,2770,7.93,763.91,-0.28,275.59,33,0.97
traumatic,9,1298,7.17,755.97,-0.07,280,31,0.91
travail,7,357,5.88,863.38,0.44,360.8,13,0.39
travel,6,45977,10.74,586.91,-0.73,152.55,32,0.94
traveled,8,2243,7.72,659.1,-0.44,234.44,30,0.94
traveler,8,2049,7.63,627.65,-0.54,197.33,34,1
travelers,9,1998,7.6,621.94,-0.51,192.23,32,0.97
traveling,9,5957,8.69,646.03,-0.53,224.44,34,1
travelled,9,1914,7.56,693.76,-0.28,231.12,29,0.94
traveller,9,1765,7.48,800.88,-0.15,420.24,32,0.94
travellers,10,1323,7.19,767.03,-0.07,354.94,31,0.94
travelling,10,5379,8.59,690.88,-0.29,218.32,25,0.83
travelogue,10,152,5.02,975,1.04,315.99,16,0.5
travelogues,11,95,4.55,1091.93,1,286.12,15,0.5
travels,7,4605,8.43,633.22,-0.46,200.71,32,0.97
traverse,8,968,6.88,744.44,-0.14,262.72,25,0.76
traversed,9,231,5.44,867.91,0.23,360.87,22,0.69
traversing,10,295,5.69,997.19,0.69,389.56,16,0.52
travesty,8,555,6.32,850.75,0.11,286.7,24,0.73
trawl,5,63,4.14,949.13,0.69,468.46,8,0.24
trawler,7,130,4.87,874.11,0.43,474.12,9,0.27
tray,4,3382,8.13,687,-0.39,232.83,31,0.97
trays,5,954,6.86,621,-0.52,143.59,33,0.97
treacheries,11,6,1.79,853.89,0.26,243.94,28,0.85
treacherous,11,386,5.96,761.26,-0.1,231.45,31,0.89
treachery,9,548,6.31,736.15,-0.14,186.74,27,0.87
tread,5,3379,8.13,731.66,-0.22,362.76,29,0.91
treading,8,332,5.81,772.9,0.22,266.67,29,0.85
